username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
UNK Women's Golf,unk_womensgolf,2018-03-10 18:30,3,23,"S/O to @SouthwestAir for wishing the “Nebraska Elk Women’s Golf Team” good luck on our flight pic.twitter.com/Z2OlMYBNG5",,@SouthwestAir,,"972585478326071296",https://twitter.com/unk_womensgolf/status/972585478326071296
JT The Brick,JTTheBrick,2018-03-10 17:22,7,23,"Rodney Hudson on my @SouthwestAir fight to Oakland for his Award tonight. I’ve been pumping money into the Oakland economy for almost 20 years. You’re welcome LIBBY!",,@SouthwestAir,,"972568498768506880",https://twitter.com/JTTheBrick/status/972568498768506880
Amy,Woolaf,2018-03-10 15:49,2,19,"Just flew into Boston on Southwest. Even though flight was warm and stuffy, I kept my shoes on.",,,,"972544887378923520",https://twitter.com/Woolaf/status/972544887378923520
Tommy McFLY,TommyMcFLY,2018-03-10 15:39,2,41,"Waiting patiently for @SouthwestAir to take me to @sxsw — @TheEventsDC has plenty planned to show the world what DC DOES! #WeDC are ready to rock. Also investigating the @Reagan_Airport kiosk that brings you and pic.twitter.com/26r6L0mRrD",,@SouthwestAir @sxsw @TheEventsDC @Reagan_Airport,#WeDC,"972542461276053505",https://twitter.com/TommyMcFLY/status/972542461276053505
Tom Nichols,RadioFreeTom,2018-03-10 15:30,4,70,"Work with me, @SouthwestAir https:// twitter.com/bobsalpha1/sta tus/972539092901793792 …",,@SouthwestAir,,"972540173580996608",https://twitter.com/RadioFreeTom/status/972540173580996608
Genaro Ruiz,GenaroRuizMX,2018-03-10 14:41,16,19,"Welcome to #LosCabos @SouthwestAir !!! pic.twitter.com/MRIYqGT4JI",,@SouthwestAir,#LosCabos,"972527886921060353",https://twitter.com/GenaroRuizMX/status/972527886921060353
Indianapolis Airport,INDairport,2018-03-10 12:02,3,17,"Nonstop flights to Cancun on @SouthwestAir begin today! This marks Southwest's first international flight out of IND and it will be departing on Saturdays now through the summer! #INDtoCUN http:// bit.ly/2Ie80c7 pic.twitter.com/kM8WezbD9Q",,@SouthwestAir,#INDtoCUN,"972487793376219140",https://twitter.com/INDairport/status/972487793376219140
Nicholas Zawacki,Coach_Zawacki,2018-03-10 11:16,5,17,"Freshman @haydenman14 is a bit tired after making his collegiate baseball debut. Time for a little rest on @SouthwestAir . pic.twitter.com/N5EAXbFsHm",,@haydenman14 @SouthwestAir,,"972476193667780608",https://twitter.com/Coach_Zawacki/status/972476193667780608
🦋 Cathleen Burke 🦋,ItsMeCathi,2018-03-10 01:19,6,12,"Airlines should prevent this, they should go after trophy hunters like they went after the @NRA ! @Delta @united @AmericanAir @JetBlue @SouthwestAir @NorthwestAirUSA https:// twitter.com/TheEllenShow/s tatus/971878661459607552 …",,@NRA @Delta @united @AmericanAir @JetBlue @SouthwestAir @NorthwestAirUSA,,"972326023000977408",https://twitter.com/ItsMeCathi/status/972326023000977408
Fiona Ma,fionama,2018-03-10 01:13,3,33,". @SouthwestAir came through once again! Today I was especially thankful to @SouthwestAir for having many flights within California, for being on time, reliable and giving me peace of mind. pic.twitter.com/VVFftPaIO5",,@SouthwestAir @SouthwestAir,,"972324446177382400",https://twitter.com/fionama/status/972324446177382400
lindzi,LindziBlair,2018-03-09 23:59,0,24,"so @SouthwestAir has a community outreach program where pilots educate & encourage schoolchildren & they select some flights to respond to a kids essay with advice & I got a kid who wants to be a singer just like I do reminded me all you need is pure love + passion pic.twitter.com/xFCeicEdqq",,@SouthwestAir,,"972306018565844992",https://twitter.com/LindziBlair/status/972306018565844992
POWER 96.1,POWERATL,2018-03-09 20:50,6,14,"Listen to win passes to see and meet @WhyDontWeMusic live on POWER 96.1's @SouthwestAir Soundstage all week at 6:00pm, 7:00pm, 8:00pm & 9:00pm! http://www. Power961.com/Listen @MackOnTheRadio #MostFreeTickets RT pic.twitter.com/PNwo2UsMK6",,@WhyDontWeMusic @SouthwestAir @MackOnTheRadio,#MostFreeTickets,"972258341555650560",https://twitter.com/POWERATL/status/972258341555650560
Chris Dempsey,cdempc,2018-03-09 19:46,8,28,"Economic cost of traffic congestion anecdote: my @SouthwestAir flight to DEN is 20-min delayed solely because it took the flight crew 1 hour to get from their hotel to Logan (should take 30 min). Traffic costs ripple through our economy and raise prices for everyone. #mapoli",,@SouthwestAir,#mapoli,"972242174589984769",https://twitter.com/cdempc/status/972242174589984769
RiponCollegeSoftball,RCSball,2018-03-09 19:16,7,31,"Rally could fly but he’s letting @SouthwestAir do it, saving his energy to cheer for the Red Hawks in FLA! #RedHawksSoar #Team37 pic.twitter.com/72aqkT54Ip",,@SouthwestAir,#RedHawksSoar #Team37,"972234583923200002",https://twitter.com/RCSball/status/972234583923200002
Brooks Thomas,brooksethomas,2018-03-09 18:34,0,18,"Nobody else you want handling a room than @derekkhubbard . We are lucky to have him @SouthwestAir . #DallasHospitality pic.twitter.com/JHELaP6fCo",,@derekkhubbard @SouthwestAir,#DallasHospitality,"972224154152980482",https://twitter.com/brooksethomas/status/972224154152980482
Snohomish County,snocounty,2018-03-09 17:59,26,58,"Steel is going up just in time! Progress with the new passenger terminal at Paine Field. This is your future home in Snohomish County @AlaskaAir @united @SouthwestAir pic.twitter.com/gvT39CWKIk",,@AlaskaAir @united @SouthwestAir,,"972215408076861440",https://twitter.com/snocounty/status/972215408076861440
Leslie Harvey,TripsWithTykes,2018-03-09 15:56,5,14,"Less than 24 hours til I head to Cabo San Lucas on @SouthwestAir 's inaugural flight from @FlySJC ! Two routes to Los Cabos launch from NorCal tomorrow - San Jose and Sacramento. Stay tuned tomorrow AM for all the fun. AD #SouthwestStorytellers pic.twitter.com/V5PaEZrJHS",,@SouthwestAir @FlySJC,#SouthwestStorytellers,"972184248898629632",https://twitter.com/TripsWithTykes/status/972184248898629632
Ashley Wilke,AshWilke,2018-03-09 15:17,0,26,"So at this point I’ve basically sweated all my spray tan off... @SouthwestAir can we get some a/c please???",,@SouthwestAir,,"972174428346892288",https://twitter.com/AshWilke/status/972174428346892288
Frank Librio,FJLibrio,2018-03-09 14:28,4,13,"You can’t be what you can’t see - says @ninavaca Love this! Share your story of success to help others @dallasdelivers #DallasHospitality master class @SouthwestAir",,@ninavaca @dallasdelivers @SouthwestAir,#DallasHospitality,"972162171584024577",https://twitter.com/FJLibrio/status/972162171584024577
Gabriella Caccamo,gabbycaccamo6,2018-03-09 14:19,5,33,"Tami from @SouthwestAir UCSB loves you pic.twitter.com/nC5cpl0nCl",,@SouthwestAir,,"972159985533833217",https://twitter.com/gabbycaccamo6/status/972159985533833217
Linda Rutherford,SWAfollower,2018-03-09 14:19,5,17,"Mentorship is the single greatest single predictor of success; be around, watch someone successful and how they act/what they do—Carl Sewell @the Customer Service Master Class hosted by @dallasdelivers @SouthwestAir #DallasHospitality",,@the @dallasdelivers @SouthwestAir,#DallasHospitality,"972159842071826432",https://twitter.com/SWAfollower/status/972159842071826432
Mayor Greg Fischer,louisvillemayor,2018-03-09 13:49,6,32,"Good news for travelers — @SouthwestAir is starting a new daily nonstop service between Houston and @FlyLouisville http://www. flylouisville.com/wp-content/upl oads/Release-Southwest-Airlines-Announces-New-Nonstop-Service-to-Houston_3-8-18-FINAL.pdf …",,@SouthwestAir @FlyLouisville,,"972152335404236800",https://twitter.com/louisvillemayor/status/972152335404236800
Emily Samuels,emilysamuels,2018-03-09 13:47,4,12,"Loved hearing from fellow St. Louisan @Hyken ...I’ll forgive him for referring to “Bread Co.” as “Panera.” #DallasHospitality @SouthwestAir @visit_dallas pic.twitter.com/LJk0D8Fxvv",,@Hyken @SouthwestAir @visit_dallas,#DallasHospitality,"972151817118339072",https://twitter.com/emilysamuels/status/972151817118339072
Lucas Hoge,lucashoge,2018-03-09 13:41,2,18,"Join me and all my fellow #southweststorytellers and help us vote for @southwestair for the #freddieawards http:// vote.freddieawards.com/vote/2018/en/A mericas … And if you catch me on a Southwest flight I’ll give you drink coupon just for helping out. (If you’re of age) pic.twitter.com/XfisF0mIyD",,@southwestair,#southweststorytellers #freddieawards,"972150299057115141",https://twitter.com/lucashoge/status/972150299057115141
TayciBear,TayciBear,2018-03-09 13:04,7,24,"If you think flying into Baltimore for @UniversalFanCon will be too expensive don't fret! I paid $350 for a round trip ticket from LAX to BWI from @SouthwestAir . Thats with no layovers and TWO FREE checked bags. Its lit! Save that money and treat yo-self! #FanCon #FanConAssemble",,@UniversalFanCon @SouthwestAir,#FanCon #FanConAssemble,"972141189381029888",https://twitter.com/TayciBear/status/972141189381029888
Teresa Alvarado,TAlvaradoSJ,2018-03-09 12:37,2,13,"Beautiful morning for a quick trip to LA to celebrate Latina History Day with @HOPELatinas . @FlySJC & @SouthwestAir make it easy. Arrived 15 mins early. #FridayFeeling pic.twitter.com/vrnqJk5ON2",,@HOPELatinas @FlySJC @SouthwestAir,#FridayFeeling,"972134288052256769",https://twitter.com/TAlvaradoSJ/status/972134288052256769
Mallory Sofastaii WMAR,mal_sofastaii,2018-03-09 09:16,0,25,"U.S. Senators also fly @SouthwestAir ! Ran into @senatorcardin at @BWI_Airport ... he’s going to support @Orioles in #Sarasota @ABC2NEWS #orangespring pic.twitter.com/WXxwEuJY4w",,@SouthwestAir @senatorcardin @BWI_Airport @Orioles @ABC2NEWS,#Sarasota #orangespring,"972083819686834177",https://twitter.com/mal_sofastaii/status/972083819686834177
Central Ontario Reds,Ontario_Reds,2018-03-09 02:33,3,9,"On our way to @FLLFlyer to @VisitStLucie .. #SpringTraining2018 @SouthwestAir love the customer service. pic.twitter.com/qPo2Kzqj1f",,@FLLFlyer @VisitStLucie @SouthwestAir,#SpringTraining2018,"971982288929021953",https://twitter.com/Ontario_Reds/status/971982288929021953
Kelly Klein,RealKellyKlein,2018-03-08 20:22,1,11,"Omg I think that in addition to the chocolate goodies, I accidentally gave my @SouthwestAir flight crew an avocado this morning. I... hope they like it. pic.twitter.com/wsk06pDSE9",,@SouthwestAir,,"971888922853715968",https://twitter.com/RealKellyKlein/status/971888922853715968
Phoenix Suns,Suns,2018-03-08 16:00,3,32,"#TBT to when the team switched jobs for the day with employees from @SouthwestAir for our annual Trading Places event! pic.twitter.com/0Cmi5rZoLr",,@SouthwestAir,#TBT,"971822882480324608",https://twitter.com/Suns/status/971822882480324608
Southwest Airlines,SouthwestAir,2018-03-08 15:51,46,229,"Years later, Beth rejoined the Southwest ranks. This time, as a Pilot. Her message? "Don't tell me no. Watch me." #InternationalWomensDay pic.twitter.com/Z4J6xOTHLy",,,#InternationalWomensDay,"971820736565465090",https://twitter.com/SouthwestAir/status/971820736565465090
Nick Adkins,nickisnpdx,2018-03-08 15:20,7,29,"see ya @#himss18 @JulieReisetter out to #Denver & i’m out to #PDX via @SouthwestAir have a fun day! #pinksocks pic.twitter.com/9jcxDUB6dz",,@ @JulieReisetter @SouthwestAir,#himss18 #Denver #PDX #pinksocks,"971812992948973568",https://twitter.com/nickisnpdx/status/971812992948973568
Mayor Jim Strickland,MayorMemphis,2018-03-08 13:22,10,52,"Great to see @SouthwestAir expanding at @flymemphis ! https:// twitter.com/flymemphis/sta tus/971782888403488770 …",,@SouthwestAir @flymemphis,,"971783127956942848",https://twitter.com/MayorMemphis/status/971783127956942848
Memphis International Airport,flymemphis,2018-03-08 13:21,13,59,"Have you heard?? @SouthwestAir is adding a nonstop flight to @DENAirport beginning October 3! It might be a good time to book that ski trip... #Memphis #Denver #flymemphis More here: http:// bit.ly/2FtHj1q pic.twitter.com/EV5gxOuAcX",,@SouthwestAir @DENAirport,#Memphis #Denver #flymemphis,"971782888403488770",https://twitter.com/flymemphis/status/971782888403488770
Choose901,choose901,2018-03-08 13:17,3,15,"Today @SouthwestAir announced a new nonstop flight from @flymemphis to @DENAirport starting 10/3 -> http:// bit.ly/2oVVSEs pic.twitter.com/PvrfmV2yyy",,@SouthwestAir @flymemphis @DENAirport,,"971781840624373760",https://twitter.com/choose901/status/971781840624373760
Fly Nashville,Fly_Nashville,2018-03-08 13:16,5,28,"It's Oklahoma City @fly_okc via @SouthwestAir ! Weekly service begins Oct. 7! Details: https:// goo.gl/jK34pb https:// twitter.com/Fly_Nashville/ status/971759881748434944 …",,@fly_okc @SouthwestAir,,"971781667068182528",https://twitter.com/Fly_Nashville/status/971781667068182528
Rocko DeLuca,Rocko_DeLuca,2018-03-08 12:32,1,20,"Blue and gold sunrise this morning on the way to Anaheim for @UCDavisMBB & @UCDavisWBB games. Flight was packed with Aggies ready for #MarchMadness thanks for the S/O @SouthwestAir #GoAgs pic.twitter.com/Ch1AUQPIfc",,@UCDavisMBB @UCDavisWBB @SouthwestAir,#MarchMadness #GoAgs,"971770707439857664",https://twitter.com/Rocko_DeLuca/status/971770707439857664
JetPhotos,JetPhotos,2018-03-07 23:30,37,200,"The newest special state livery for @SouthwestAir , Louisiana One. https://www. jetphotos.com/photo/8878512 © Will C. pic.twitter.com/rcnLHvklyL",,@SouthwestAir,,"971573892073644032",https://twitter.com/JetPhotos/status/971573892073644032
Brandon Davis,BrandonDavisBD,2018-03-07 21:33,2,27,"I will literally never fly another airline other than @SouthwestAir any time I have the option. #AListService pic.twitter.com/cGR67VDImB",,@SouthwestAir,#AListService,"971544512404381696",https://twitter.com/BrandonDavisBD/status/971544512404381696
Adams and Reese LLP,adamsandreese,2018-03-07 21:27,4,11,"The @AdamsandReese Mardi Gras Reviewing Stand was captured in scenes around New Orleans as @SouthwestAir introduced #LouisianaOne as the 12th state-themed aircraft in the specialty fleet. Check out the 1:16 mark on the video at the following link: https://www. southwestaircommunity.com/t5/Southwest-S tories/Welcome-Louisiana-One/ba-p/69335 … pic.twitter.com/28IEUnM0kP",,@AdamsandReese @SouthwestAir,#LouisianaOne,"971542794526445568",https://twitter.com/adamsandreese/status/971542794526445568
Trombone Shorty,Tromboneshorty,2018-03-07 19:20,10,78,"We let the good times fly today with @SouthwestAir #louisianaone #Ad pic.twitter.com/e7Gfv5CJTr",,@SouthwestAir,#louisianaone #Ad,"971510925122523136",https://twitter.com/Tromboneshorty/status/971510925122523136
Snohomish County,snocounty,2018-03-07 16:56,8,19,"Looks like #1 @AlaskaAir , #2 @SouthwestAir , and #4 @united plan to fly out of Snohomish County's Paine Field Airport. Impressive. https:// twitter.com/USATODAY/statu s/971429617159557126 …",,@AlaskaAir @SouthwestAir @united,#1 #2 #4,"971474689926217728",https://twitter.com/snocounty/status/971474689926217728
Doug Alder,SeattleVolFan,2018-03-07 16:01,42,117,"Hello world! The 10,000th 737 has now rolled out of our Renton factory. Next stop, the paint hangar. @BoeingAirplanes #737MAX #Boeing @SouthwestAir pic.twitter.com/RhG8D2B16R",,@BoeingAirplanes @SouthwestAir,#737MAX #Boeing,"971460920948830208",https://twitter.com/SeattleVolFan/status/971460920948830208
Emilie Sobel,emiliesobel,2018-03-07 15:01,19,94,"Coolest. Morning. Ever! @SouthwestAir added a new plane to their fleet - the #LouisianaOne ! So awesome getting to be there for the unveiling! pic.twitter.com/KR5Gf1tGQh",,@SouthwestAir,#LouisianaOne,"971445671529152512",https://twitter.com/emiliesobel/status/971445671529152512
Flightradar24,flightradar24,2018-03-07 14:52,23,164,"Will become a #737MAX 8 for Southwest Airlines. Perhaps a special livery, @SouthwestAir ? https:// twitter.com/BoeingAirplane s/status/971442581614850048 …",,@SouthwestAir,#737MAX,"971443381514752000",https://twitter.com/flightradar24/status/971443381514752000
John Bel Edwards,LouisianaGov,2018-03-07 14:38,110,323,"Very excited to be a part of this announcement with @SouthwestAir . This plane will serve as a traveling billboard inviting people from around the world to our great state. Welcome, #LouisianaOne . #lagov https:// twitter.com/southwestair/s tatus/971433202693951488 …",,@SouthwestAir,#LouisianaOne #lagov,"971439943720603648",https://twitter.com/LouisianaGov/status/971439943720603648
AirlineGeeks.com,AirlineGeeks,2018-03-07 14:31,6,38,"Here’s another view of @SouthwestAir ’s #LouisianaOne https:// twitter.com/justinbachman/ status/971433483829743616 …",,@SouthwestAir,#LouisianaOne,"971438273427107840",https://twitter.com/AirlineGeeks/status/971438273427107840
justinbachman,justinbachman,2018-03-07 14:12,25,60,"Breaking news: It appears that multiple paint spray guns flew out of control as employees painted the new Louisiana One livery for @SouthwestAir . #whoa pic.twitter.com/lp3TvMlsp1",,@SouthwestAir,#whoa,"971433483829743616",https://twitter.com/justinbachman/status/971433483829743616
