text,Unnamed: 14,Unnamed: 15,Unnamed: 16,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
Open letter from @HackneyAbbott @DavidLammy @lloyd_rm @julie4nw & others: It's unacceptable for @British_Airways to sponsor Pride while deporting LGBTQIA+ asylum seekers. https://www. theguardian.com/world/2018/aug /02/ba-unfit-to-sponsor-pride-while-deporting-gay-asylum-seekers?CMP=Share_AndroidApp_Copy_to_clipboard …,,,,Open letter others It unacceptable sponsor Pride deporting LGBTQIA asylum seekers https www theguardian com world aug ba unfit sponsor pride deporting gay asylum seekers CMP Share AndroidApp Copy clipboard,2,37,1,1,23,1,0,0,0,14, Open letter others It unacceptable sponsor Pride deporting LGBT asylum seekers HTTP WWW the guardian com world Aug BA unfit sponsor pride deporting gay asylum seekers CM Share Android App Copy clipboard
"Hi @British_Airways ! If you're happy to take part in #BrightonPride , will you please stop accepting contracts to deport LGBT+ asylum seekers back where their lives are at danger because of their sexuality? That'd be something to be really proud of, don't you think?",,,,Hi If happy take part BrightonPride please stop accepting contracts deport LGBT asylum seekers back lives danger sexuality That something really proud think,1,23,1,2,42,1,0,0,1,11, Hi If happy take part Brighton Pride please stop accepting contracts deport LGBT asylum seekers back lives danger sexuality That something really proud think
"Boss of @British_Airways Willie Walsh dismisses fears over Brexit, saying on @BBCr4today “it’s not rocket science” to set up a comprehensive air agreement with EU - good Irish sense in contrast to the hysteria of Varadkar https://www. bbc.co.uk/news/uk-450196 03 …",,,,Boss Willie Walsh dismisses fears Brexit saying rocket science set comprehensive air agreement EU good Irish sense contrast hysteria Varadkar https www bbc co uk news uk,1,31,2,2,36,1,0,0,0,9, Boss Willie Walsh dismisses fears Brexit saying rocket science set comprehensive air agreement EU good Irish sense contrast hysteria Alvarado HTTP WWW BBC co UK news UK
My #wingfriday is taken from a @qatarairways A330 operating a @British_Airways flight from #LHR to #Muscat Oman on Monday of this week. pic.twitter.com/sZF6m75rzW,,,,My wingfriday taken A operating flight LHR Muscat Oman Monday week pic twitter com sZF rzW,1,17,0,0,23,1,0,0,3,7, My wayfaring taken A operating flight HR Muscat Oman Monday week pic twitter com sf raw
"#AvGeek @fly2ohare @British_Airways @MJR747 #PlaneSpotting @flightradar24 #BA297 #A380 sunset approach, wheels drop, SEIKA inbound to 28C pic.twitter.com/tp60s4JCN0",,,,AvGeek PlaneSpotting BA A sunset approach wheels drop SEIKA inbound C pic twitter com tp JCN,3,21,0,0,17,1,0,0,4,11, Av Geek Plane Spotting BA A sunset approach wheels drop SEIKO inbound C pic twitter com pt JCT
"We've Queen Victoria's ""Lady of the Bedchamber",,,,We Queen Victoria Lady Bedchamber,0,4,0,0,7,1,0,0,0,3, We Queen Victoria Lady Bedchamber
One cancelled flight later and I am finally en route to São Paulo! Shout out @British_Airways for managing to squeeze me on another flight after a fairly stressful afternoon,,,,One cancelled flight later I finally en route S Paulo Shout managing squeeze another flight fairly stressful afternoon,0,18,1,1,27,1,0,0,0,3, One canceled flight later I finally en route S Pauli Shout managing squeeze another flight fairly stressful afternoon
Departing out of @HeathrowAirport at sunrise onboard @British_Airways ! #avgeek #travel pic.twitter.com/mPz3EdPgU9,,,,Departing sunrise onboard avgeek travel pic twitter com mPz EdPgU,0,13,0,0,12,1,0,0,2,6, Departing sunrise onboard av geek travel pic twitter com mp EDP
Disgusted by the appalling service from @British_Airways . They have cancelled my flight for tomorrow morning at 6am I am devastated & trying to re-arrange to get to my cousins hen do which has been planned for so long! BA are disgraceful. No flights available to reschedule!!,,,,Disgusted appalling service They cancelled flight tomorrow morning I devastated trying arrange get cousins hen planned long BA disgraceful No flights available reschedule,1,22,3,1,43,1,0,0,0,7, Disgusted appalling service They canceled flight tomorrow morning I devastated trying arrange get cousins hen planned long BA disgraceful No flights available reschedule
"Non-stop from London, UK to Miami, USA for only £257 roundtrip with @British_Airways . https://www. secretflying.com/posts/london-u k-miami-new-york-usa-336-roundtrip/ … pic.twitter.com/vF85xmcfvy",,,,Non stop London UK Miami USA roundtrip https www secretflying com posts london u k miami new york usa roundtrip pic twitter com vF xmcfvy,2,27,0,0,19,1,0,0,0,11, Non stop London UK Miami USA round trip HTTP WWW secret flying com posts London u k Miami new York USA round trip pic twitter com VF 
"Hey, @British_Airways , when might you stop putting profits before people and end your complicity with homophobic policies that deny LGBT refugees a voice and protection from violence? https://www. theguardian.com/world/2018/aug /02/british-airways-criticised-by-lgbt-groups-over-asylum-removals …",,,,Hey might stop putting profits people end complicity homophobic policies deny LGBT refugees voice protection violence https www theguardian com world aug british airways criticised lgbt groups asylum removals,1,31,1,1,30,1,0,0,0,8, Hey might stop putting profits people end complicity homophobic policies deny LGBT refugees voice protection violence HTTP WWW the guardian com world Aug British airways criticized LGBT groups asylum removals
It has been another successful @HughJamesLegal @HJ_Abuse day in Jersey working for CSA survivors and now back to London with @British_Airways pic.twitter.com/792galzJIB,,,,It another successful day Jersey working CSA survivors back London pic twitter com galzJIB,1,18,0,1,21,1,0,0,0,4, It another successful day Jersey working CS survivors back London pic twitter com Galibi
I’m hoping that @British_Airways will be able to help my band member Adam Minkoff. His guitar was modified in a non musical way on a BA flight at the start of this tour. It’s his favorite guitar! Now what? pic.twitter.com/PaJJPPI6rw,,,,I hoping able help band member Adam Minkoff His guitar modified non musical way BA flight start tour It favorite guitar Now pic twitter com PaJJPPI rw,1,25,0,1,39,1,0,0,0,8, I hoping able help band member Adam Mink off His guitar modified non musical way BA flight start tour It favorite guitar Now pic twitter com Pajama re
"Martina + I first ones at gate, last ones to board the BA flight. Passenger Assistance at @HeathrowAirport never dignified or value for money for us @raquelb_london @british_airways pic.twitter.com/PhfncHfMwe",,,,Martina I first ones gate last ones board BA flight Passenger Assistance never dignified value money us pic twitter com PhfncHfMwe,1,25,0,1,28,1,0,0,0,7, Martina I first ones gate last ones board BA flight Passenger Assistance never dignified value money us pic twitter com 
"True to the famous saying: breakfast in London, lunch in New York, baggage in Hong Kong.",,,,True famous saying breakfast London lunch New York baggage Hong Kong,0,11,0,1,15,1,0,0,0,4, True famous saying breakfast London lunch New York baggage Hong Kong
Oh fun. All the bags came out... except ours. @British_Airways managed to lose them. Perfect.,,,,Oh fun All bags came except managed lose Perfect,0,10,1,0,14,1,0,0,0,6, Oh fun All bags came except managed lose Perfect
"Three @BepiColombo friends were waiting at the @British_Airways counter at @Schiphol this morning... Hi @ESA_Bepi , @ESA_MTM and @JAXA_MMO ! pic.twitter.com/vDNY0nz8GH",,,,Three friends waiting counter morning Hi pic twitter com vDNY nz GH,1,22,0,0,21,1,0,0,0,10, Three friends waiting counter morning Hi pic twitter com deny NZ F
The @British_Airways Queen takes to the Skies at @HeathrowAirport pic.twitter.com/j7QZQ55dbX,,,,The Queen takes Skies pic twitter com j QZQ dbX,1,12,0,0,10,1,0,0,0,3, The Queen takes Skies pic twitter com j QUIZ db X
Both @British_Airways and @MPSHeathrow making an appearance at @HeathrowAirport with the #B787 landing! #avgeek pic.twitter.com/EzMatUi2Gc,,,,Both making appearance B landing avgeek pic twitter com EzMatUi Gc,0,14,0,0,15,1,0,0,2,7, Both making appearance B landing av geek pic twitter com Immature G
There is even WiFi onboard @British_Airways home from Madrid. Hello from 36000ft or thereabouts! #FlyBA #luxurytravel #avgeek . pic.twitter.com/yr0LtMHQkg,,,,There even WiFi onboard home Madrid Hello ft thereabouts FlyBA luxurytravel avgeek pic twitter com yr LtMHQkg,0,18,0,0,19,1,0,0,3,8, There even WiFi onboard home Madrid Hello ft thereabouts Fly BA luxury travel av geek pic twitter com yr 
Arrived @Hong Kong last time I was here I was a serving RN officer part of a global task force seems an age ago! Thanks @British_Airways for a great flight was well looked after by crew. Next stop @2018WRWC in Sydney @RugbyEng @Stadium4Cornwll @RugbyEng @GBWRNews pic.twitter.com/UhLrdEL3id,,,,Arrived Kong last time I I serving RN officer part global task force seems age ago Thanks great flight well looked crew Next stop Sydney pic twitter com UhLrdEL id,1,37,0,2,44,1,0,0,0,10, Arrived Kong last time I I serving RN officer part global task force seems age ago Thanks great flight well looked crew Next stop Sydney pic twitter com Roundel id
"Hi @British_Airways , please do not deport nine women from the Yarlswood Detention Centre on flight BA0083 from Heathrow Terminal 5 at 2230 this evening. Do not be complicit. #enddeportations",,,,Hi please deport nine women Yarlswood Detention Centre flight BA Heathrow Terminal evening Do complicit enddeportations,1,17,0,0,30,1,0,0,1,5, Hi please deport nine women Basswood Detention Center flight BA Heath row Terminal evening Do complicit end deportations
It seems @British_Airways are unwilling to answer this pic.twitter.com/iYChHNcSla,,,,It seems unwilling answer pic twitter com iYChHNcSla,0,9,1,0,8,1,0,0,0,2, It seems unwilling answer pic twitter com 
"This wednesday we takeoff at full power at @HeathrowAirport with the incomparable ""Queen of the Skies"" of @British_Airways @Avscene @linwer @KarlosTorna @spotter_bcnlebl @SpottersMurcia @OnBoardHD @airspottersORG pic.twitter.com/V7WJImEDlh",,,,This wednesday takeoff full power incomparable Queen Skies pic twitter com V WJImEDlh,0,23,1,0,25,1,0,0,0,12, This Wednesday takeoff full power incomparable Queen Skies pic twitter com V Jimsonweed
"Hi @British_Airways , a few weeks ago you bumped me off a flight from IAD because it was ""full"". Don't suppose you could extend the same courtesy to the vulnerable asylum seekers from #YarlsWood whose removal you're facilitating on flight 83 tonight?",,,,Hi weeks ago bumped flight IAD full Don suppose could extend courtesy vulnerable asylum seekers YarlsWood whose removal facilitating flight tonight,1,22,2,0,40,1,0,0,1,7, Hi weeks ago bumped flight AID full Don suppose could extend courtesy vulnerable asylum seekers Basswood whose removal facilitating flight tonight
